,uniparc_id,original_id,uniparc_version,description,pdb_chain,pdb_id,gmgc_id,mgnify_id,pdb_assembly,database
21591,Q80V42,AF-Q80V42-2-F1-model_v6 Carboxypeptidase M,2,Carboxypeptidase M,,,,,,UniParc
21592,Q9WTS6,AF-Q9WTS6-2-F1-model_v6 Teneurin-3,2,Teneurin-3,,,,,,UniParc
21593,Q5RFD6,AF-Q5RFD6-F1-model_v6 Carboxypeptidase M,,Carboxypeptidase M,,,,,,UniParc
21594,P14384,AF-P14384-F1-model_v6 Carboxypeptidase M,,Carboxypeptidase M,,,,,,UniParc
21595,Q8IUL8,AF-Q8IUL8-F1-model_v6 Cartilage intermediate layer protein 2,,Cartilage intermediate layer protein 2,,,,,,UniParc
21596,Q01866,AF-Q01866-F1-model_v6 Cellulosomal-scaffolding protein B (Fragment),,Cellulosomal-scaffolding protein B (Fragment),,,,,,UniParc
21597,Q6F4M7,"AF-Q6F4M7-F1-model_v6 Hydroxyquinol 1,2-dioxygenase",,"Hydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21598,P07773,"AF-P07773-F1-model_v6 Catechol 1,2-dioxygenase",,"Catechol 1,2-dioxygenase",,,,,,UniParc
21599,A2QAP8,AF-A2QAP8-F1-model_v6 Intradiol ring-cleavage dioxygenase hqdA,,Intradiol ring-cleavage dioxygenase hqdA,,,,,,UniParc
21600,P11451,"AF-P11451-F1-model_v6 Chlorocatechol 1,2-dioxygenase",,"Chlorocatechol 1,2-dioxygenase",,,,,,UniParc
21601,Q53654,AF-Q53654-F1-model_v6 Collagen adhesin,,Collagen adhesin,,,,,,UniParc
21602,D3Z7H8,AF-D3Z7H8-F1-model_v6 Cartilage intermediate layer protein 2,,Cartilage intermediate layer protein 2,,,,,,UniParc
21603,Q8NL92,"AF-Q8NL92-F1-model_v6 Hydroxyquinol 1,2-dioxygenase",,"Hydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21604,Q5RD34,AF-Q5RD34-F1-model_v6 Protein FAM171A1,,Protein FAM171A1,,,,,,UniParc
21605,P69849,AF-P69849-F1-model_v6 BOS complex subunit NOMO3,,BOS complex subunit NOMO3,,,,,,UniParc
21606,A5FB63,AF-A5FB63-F1-model_v6 Chitinase ChiA,,Chitinase ChiA,,,,,,UniParc
21607,Q8VY97,AF-Q8VY97-F1-model_v6 ER membrane protein complex subunit 7 homolog,,ER membrane protein complex subunit 7 homolog,,,,,,UniParc
21608,Q5RJX2,AF-Q5RJX2-F1-model_v6 Protein FAM171A1,,Protein FAM171A1,,,,,,UniParc
21609,A8MVW0,AF-A8MVW0-F1-model_v6 Protein FAM171A2,,Protein FAM171A2,,,,,,UniParc
21610,Q5VUB5,AF-Q5VUB5-F1-model_v6 Protein FAM171A1,,Protein FAM171A1,,,,,,UniParc
21611,Q8NR92,"AF-Q8NR92-F1-model_v6 Hydroxyquinol 1,2-dioxygenase",,"Hydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21612,A1L3I3,AF-A1L3I3-F1-model_v6 Protein FAM171A2,,Protein FAM171A2,,,,,,UniParc
21613,Q471I0,"AF-Q471I0-F1-model_v6 6-chlorohydroxyquinol 1,2-dioxygenase",,"6-chlorohydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21614,Q66K08,AF-Q66K08-F1-model_v6 Cartilage intermediate layer protein 1,,Cartilage intermediate layer protein 1,,,,,,UniParc
21615,G5EGQ6,AF-G5EGQ6-2-F1-model_v6 Teneurin-1,2,Teneurin-1,,,,,,UniParc
21616,P86029,"AF-P86029-F1-model_v6 Catechol 1,2-dioxygenase",,"Catechol 1,2-dioxygenase",,,,,,UniParc
21617,A2A699,AF-A2A699-F1-model_v6 Protein FAM171A2,,Protein FAM171A2,,,,,,UniParc
21618,Q5JPE7,AF-Q5JPE7-F1-model_v6 BOS complex subunit NOMO2,,BOS complex subunit NOMO2,,,,,,UniParc
21619,Q2G0L4,AF-Q2G0L4-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21620,Q06851,AF-Q06851-F1-model_v6 Cellulosomal-scaffolding protein A,,Cellulosomal-scaffolding protein A,,,,,,UniParc
21621,O75339,AF-O75339-F1-model_v6 Cartilage intermediate layer protein 1,,Cartilage intermediate layer protein 1,,,,,,UniParc
21622,B1GT62,AF-B1GT62-F1-model_v6 S-layer protein B,,S-layer protein B,,,,,,UniParc
21623,P95607,"AF-P95607-F1-model_v6 Catechol 1,2-dioxygenase (Fragment)",,"Catechol 1,2-dioxygenase (Fragment)",,,,,,UniParc
21624,P27098,"AF-P27098-F1-model_v6 Chlorocatechol 1,2-dioxygenase",,"Chlorocatechol 1,2-dioxygenase",,,,,,UniParc
21625,A1IIX3,"AF-A1IIX3-F1-model_v6 Hydroxyquinol 1,2-dioxygenase",,"Hydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21626,Q5JPE7,AF-Q5JPE7-2-F1-model_v6 BOS complex subunit NOMO2,2,BOS complex subunit NOMO2,,,,,,UniParc
21627,O86488,AF-O86488-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21628,O33948,"AF-O33948-F1-model_v6 Catechol 1,2-dioxygenase 1",,"Catechol 1,2-dioxygenase 1",,,,,,UniParc
21629,H2KYE0,AF-H2KYE0-F1-model_v6 Nicotinic receptor-associated protein 4,,Nicotinic receptor-associated protein 4,,,,,,UniParc
21630,Q15155,AF-Q15155-F1-model_v6 BOS complex subunit NOMO1,,BOS complex subunit NOMO1,,,,,,UniParc
21631,Q6GBS5,AF-Q6GBS5-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21632,Q0CVU1,AF-Q0CVU1-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21633,Q2G0L5,AF-Q2G0L5-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21634,A2R1P9,AF-A2R1P9-F1-model_v6 Intradiol ring-cleavage dioxygenase prcA,,Intradiol ring-cleavage dioxygenase prcA,,,,,,UniParc
21635,Q2U0Q1,AF-Q2U0Q1-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21636,Q4W9T6,AF-Q4W9T6-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21637,B0YEH9,AF-B0YEH9-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21638,Q8KWM1,AF-Q8KWM1-F1-model_v6 Serine-aspartate repeat-containing protein I,,Serine-aspartate repeat-containing protein I,,,,,,UniParc
21639,P31019,"AF-P31019-F1-model_v6 Catechol 1,2-dioxygenase",,"Catechol 1,2-dioxygenase",,,,,,UniParc
21640,Q5HIB4,AF-Q5HIB4-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21641,Q8NXX7,AF-Q8NXX7-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21642,Q99W47,AF-Q99W47-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21643,Q4A0V8,AF-Q4A0V8-F1-model_v6 Uro-adherence factor A,,Uro-adherence factor A,,,,,,UniParc
21644,G5EGQ6,AF-G5EGQ6-F1-model_v6 Teneurin-1,,Teneurin-1,,,,,,UniParc
21645,Q8WQG1,AF-Q8WQG1-F1-model_v6 ER membrane protein complex subunit 7 homolog,,ER membrane protein complex subunit 7 homolog,,,,,,UniParc
21646,O33950,"AF-O33950-F1-model_v6 Catechol 1,2-dioxygenase 2",,"Catechol 1,2-dioxygenase 2",,,,,,UniParc
21647,A1D9P9,AF-A1D9P9-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21648,P18481,AF-P18481-F1-model_v6 Trypsin-resistant surface T6 protein,,Trypsin-resistant surface T6 protein,,,,,,UniParc
21649,Q21882,AF-Q21882-2-F1-model_v6 Probable 5-hydroxyisourate hydrolase R09H10.3,2,Probable 5-hydroxyisourate hydrolase R09H10.3,,,,,,UniParc
21650,Q8NJK5,AF-Q8NJK5-F1-model_v6 Rhamnogalacturonate lyase A (Fragment),,Rhamnogalacturonate lyase A (Fragment),,,,,,UniParc
21651,Q00019,AF-Q00019-F1-model_v6 Rhamnogalacturonate lyase A,,Rhamnogalacturonate lyase A,,,,,,UniParc
21652,Q5AX45,AF-Q5AX45-F1-model_v6 Rhamnogalacturonate lyase A,,Rhamnogalacturonate lyase A,,,,,,UniParc
21653,Q7A780,AF-Q7A780-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21654,P0A396,"AF-P0A396-F1-model_v6 Chlorocatechol 1,2-dioxygenase",,"Chlorocatechol 1,2-dioxygenase",,,,,,UniParc
21655,Q5HIB3,AF-Q5HIB3-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21656,B8NCU7,AF-B8NCU7-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21657,A2R2L1,AF-A2R2L1-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21658,Q9KI14,AF-Q9KI14-F1-model_v6 Serine-aspartate repeat-containing protein F,,Serine-aspartate repeat-containing protein F,,,,,,UniParc
21659,A5ABH4,AF-A5ABH4-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21660,Q6GJA6,AF-Q6GJA6-F1-model_v6 Bone sialoprotein-binding protein,,Bone sialoprotein-binding protein,,,,,,UniParc
21661,Q6GJA7,AF-Q6GJA7-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21662,Q54TT6,AF-Q54TT6-F1-model_v6 Colossin-C,,Colossin-C,,,,,,UniParc
21663,Q932F7,AF-Q932F7-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21664,Q6GBS4,AF-Q6GBS4-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21665,Q2FJ78,AF-Q2FJ78-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21666,A1C995,AF-A1C995-F1-model_v6 Probable rhamnogalacturonate lyase A,,Probable rhamnogalacturonate lyase A,,,,,,UniParc
21667,Q7A781,AF-Q7A781-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21668,Q99W46,AF-Q99W46-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21669,Q8NXX6,AF-Q8NXX6-F1-model_v6 Serine-aspartate repeat-containing protein D,,Serine-aspartate repeat-containing protein D,,,,,,UniParc
21670,P0A397,"AF-P0A397-F1-model_v6 Chlorocatechol 1,2-dioxygenase",,"Chlorocatechol 1,2-dioxygenase",,,,,,UniParc
21671,Q8RJP2,AF-Q8RJP2-F1-model_v6 Rhamnogalacturonate lyase,,Rhamnogalacturonate lyase,,,,,,UniParc
21672,Q14U76,AF-Q14U76-F1-model_v6 Bone sialoprotein-binding protein,,Bone sialoprotein-binding protein,,,,,,UniParc
21673,A5PJA8,AF-A5PJA8-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21674,Q5PXQ6,"AF-Q5PXQ6-F1-model_v6 Hydroxyquinol 1,2-dioxygenase",,"Hydroxyquinol 1,2-dioxygenase",,,,,,UniParc
21675,O51063,AF-O51063-F1-model_v6 Uncharacterized protein BB_0032,,Uncharacterized protein BB_0032,,,,,,UniParc
21676,Q2FJ79,AF-Q2FJ79-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21677,Q99W48,AF-Q99W48-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21678,H2KYE0,AF-H2KYE0-2-F1-model_v6 Nicotinic receptor-associated protein 4,2,Nicotinic receptor-associated protein 4,,,,,,UniParc
21679,Q5TYV0,AF-Q5TYV0-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21680,O67987,"AF-O67987-F1-model_v6 Chlorocatechol 1,2-dioxygenase",,"Chlorocatechol 1,2-dioxygenase",,,,,,UniParc
21681,Q6GBS6,AF-Q6GBS6-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21682,Q5B5P1,AF-Q5B5P1-F1-model_v6 Probable rhamnogalacturonate lyase C,,Probable rhamnogalacturonate lyase C,,,,,,UniParc
21683,P42915,AF-P42915-F1-model_v6 Outer membrane usher protein YraJ,,Outer membrane usher protein YraJ,,,,,,UniParc
21684,Q8NXX5,AF-Q8NXX5-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21685,O86489,AF-O86489-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21686,Q0C7K7,AF-Q0C7K7-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21687,O70022,AF-O70022-F1-model_v6 Fibrinogen-binding protein,,Fibrinogen-binding protein,,,,,,UniParc
21688,Q0IHY5,AF-Q0IHY5-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21689,Q4R5V2,AF-Q4R5V2-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21690,P33397,AF-P33397-F1-model_v6 Outer membrane usher protein HifC,,Outer membrane usher protein HifC,,,,,,UniParc
21691,P75857,AF-P75857-F1-model_v6 Probable outer membrane usher protein ElfC,,Probable outer membrane usher protein ElfC,,,,,,UniParc
21692,P46000,AF-P46000-F1-model_v6 Outer membrane usher protein FasD,,Outer membrane usher protein FasD,,,,,,UniParc
21693,Q8XDD1,AF-Q8XDD1-F1-model_v6 Probable outer membrane usher protein ElfC,,Probable outer membrane usher protein ElfC,,,,,,UniParc
21694,B0XPA2,AF-B0XPA2-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21695,Q5AZ85,AF-Q5AZ85-F1-model_v6 Rhamnogalacturonate lyase B,,Rhamnogalacturonate lyase B,,,,,,UniParc
21696,P78710,AF-P78710-F1-model_v6 Putative rhamnogalacturonase,,Putative rhamnogalacturonase,,,,,,UniParc
21697,O83586,AF-O83586-F1-model_v6 Uncharacterized protein TP_0577,,Uncharacterized protein TP_0577,,,,,,UniParc
21698,Q8CMP4,AF-Q8CMP4-F1-model_v6 Serine-aspartate repeat-containing protein F,,Serine-aspartate repeat-containing protein F,,,,,,UniParc
21699,Q2FJ77,AF-Q2FJ77-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21700,P45420,AF-P45420-F1-model_v6 Uncharacterized outer membrane usher protein YhcD,,Uncharacterized outer membrane usher protein YhcD,,,,,,UniParc
21701,D5CVJ8,AF-D5CVJ8-F1-model_v6 Probable outer membrane usher protein EcpC,,Probable outer membrane usher protein EcpC,,,,,,UniParc
21702,P15110,"AF-P15110-F1-model_v6 Protocatechuate 3,4-dioxygenase beta chain",,"Protocatechuate 3,4-dioxygenase beta chain",,,,,,UniParc
21703,Q9KI13,AF-Q9KI13-F1-model_v6 Serine-aspartate repeat-containing protein G,,Serine-aspartate repeat-containing protein G,,,,,,UniParc
21704,O86487,AF-O86487-F1-model_v6 Serine-aspartate repeat-containing protein C,,Serine-aspartate repeat-containing protein C,,,,,,UniParc
21705,Q9EP72,AF-Q9EP72-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21706,A1D144,AF-A1D144-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21707,P15109,"AF-P15109-F1-model_v6 Protocatechuate 3,4-dioxygenase alpha chain",,"Protocatechuate 3,4-dioxygenase alpha chain",,,,,,UniParc
21708,Q2U5P7,AF-Q2U5P7-F1-model_v6 Probable rhamnogalacturonate lyase C,,Probable rhamnogalacturonate lyase C,,,,,,UniParc
21709,Q54NU3,AF-Q54NU3-F1-model_v6 Colossin-D,,Colossin-D,,,,,,UniParc
21710,Q5HIB2,AF-Q5HIB2-F1-model_v6 Serine-aspartate repeat-containing protein E,,Serine-aspartate repeat-containing protein E,,,,,,UniParc
21711,P20371,"AF-P20371-F1-model_v6 Protocatechuate 3,4-dioxygenase alpha chain",,"Protocatechuate 3,4-dioxygenase alpha chain",,,,,,UniParc
21712,B7UJD9,AF-B7UJD9-F1-model_v6 Probable outer membrane usher protein EcpC,,Probable outer membrane usher protein EcpC,,,,,,UniParc
21713,Q06S87,AF-Q06S87-F1-model_v6 5-hydroxyisourate hydrolase,,5-hydroxyisourate hydrolase,,,,,,UniParc
21714,Q4WR79,AF-Q4WR79-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21715,Q8X6I4,AF-Q8X6I4-F1-model_v6 Probable outer membrane usher protein EcpC,,Probable outer membrane usher protein EcpC,,,,,,UniParc
21716,P0CK95,AF-P0CK95-F1-model_v6 Putative lipoprotein AcfD homolog,,Putative lipoprotein AcfD homolog,,,,,,UniParc
21717,P20372,"AF-P20372-F1-model_v6 Protocatechuate 3,4-dioxygenase beta chain",,"Protocatechuate 3,4-dioxygenase beta chain",,,,,,UniParc
21718,Q9KS43,AF-Q9KS43-F1-model_v6 Toxin TseL,,Toxin TseL,,,,,,UniParc
21719,P07110,AF-P07110-F1-model_v6 Outer membrane usher protein PapC,,Outer membrane usher protein PapC,,,,,,UniParc
21720,E3PJ90,AF-E3PJ90-F1-model_v6 Putative lipoprotein YghJ,,Putative lipoprotein YghJ,,,,,,UniParc
21721,Q9NPA0,AF-Q9NPA0-F1-model_v6 Endoplasmic reticulum membrane protein complex subunit 7,,Endoplasmic reticulum membrane protein complex subunit 7,,,,,,UniParc
21722,Q8CWC1,AF-Q8CWC1-F1-model_v6 Probable outer membrane usher protein EcpC,,Probable outer membrane usher protein EcpC,,,,,,UniParc
21723,B8N5T6,AF-B8N5T6-F1-model_v6 Probable rhamnogalacturonate lyase B,,Probable rhamnogalacturonate lyase B,,,,,,UniParc
21724,P0DV51,AF-P0DV51-F1-model_v6 Probable protease Ga0182885_104520,,Probable protease Ga0182885_104520,,,,,,UniParc
21725,Q54ST6,AF-Q54ST6-F1-model_v6 ER membrane protein complex subunit 7 homolog,,ER membrane protein complex subunit 7 homolog,,,,,,UniParc
21726,P30130,AF-P30130-F1-model_v6 Outer membrane usher protein FimD,,Outer membrane usher protein FimD,,,,,,UniParc
21727,Q5U7I5,AF-Q5U7I5-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21728,O94694,AF-O94694-F1-model_v6 UPF0620 protein C83.10,,UPF0620 protein C83.10,,,,,,UniParc
21729,P77468,AF-P77468-F1-model_v6 Outer membrane usher protein SfmD,,Outer membrane usher protein SfmD,,,,,,UniParc
21730,Q5FVN1,AF-Q5FVN1-F1-model_v6 Starch-binding domain-containing protein 1,,Starch-binding domain-containing protein 1,,,,,,UniParc
21731,Q8HXW1,AF-Q8HXW1-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21732,P42204,AF-P42204-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21733,P75750,AF-P75750-F1-model_v6 Uncharacterized outer membrane usher protein YbgQ,,Uncharacterized outer membrane usher protein YbgQ,,,,,,UniParc
21734,P53514,AF-P53514-F1-model_v6 Outer membrane usher protein PmfC,,Outer membrane usher protein PmfC,,,,,,UniParc
21735,P46009,AF-P46009-F1-model_v6 Outer membrane usher protein FocD,,Outer membrane usher protein FocD,,,,,,UniParc
21736,P77802,AF-P77802-F1-model_v6 Probable outer membrane usher protein EcpC,,Probable outer membrane usher protein EcpC,,,,,,UniParc
21737,P25733,AF-P25733-F1-model_v6 CFA/I fimbrial subunit C,,CFA/I fimbrial subunit C,,,,,,UniParc
21738,P91679,AF-P91679-3-F1-model_v6 Peptide transporter family 1,3,Peptide transporter family 1,,,,,,UniParc
21739,P13507,"AF-P13507-F1-model_v6 Glucan 1,4-alpha-maltotetraohydrolase",,"Glucan 1,4-alpha-maltotetraohydrolase",,,,,,UniParc
21740,O55245,AF-O55245-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21741,P00436,"AF-P00436-F1-model_v6 Protocatechuate 3,4-dioxygenase alpha chain",,"Protocatechuate 3,4-dioxygenase alpha chain",,,,,,UniParc
21742,P00437,"AF-P00437-F1-model_v6 Protocatechuate 3,4-dioxygenase beta chain",,"Protocatechuate 3,4-dioxygenase beta chain",,,,,,UniParc
21743,P07309,AF-P07309-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21744,Q5NVS2,AF-Q5NVS2-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21745,Q9FZ35,AF-Q9FZ35-F1-model_v6 Proline-rich protein 1,,Proline-rich protein 1,,,,,,UniParc
21746,Q09305,AF-Q09305-F1-model_v6 Protein AAR2 homolog,,Protein AAR2 homolog,,,,,,UniParc
21747,Q8WMX5,AF-Q8WMX5-F1-model_v6 Solute carrier family 15 member 1,,Solute carrier family 15 member 1,,,,,,UniParc
21748,Q9MYN8,AF-Q9MYN8-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21749,P77196,AF-P77196-F1-model_v6 Putative outer membrane usher protein YfcU,,Putative outer membrane usher protein YfcU,,,,,,UniParc
21750,Q9LZJ7,AF-Q9LZJ7-F1-model_v6 Proline-rich protein 3,,Proline-rich protein 3,,,,,,UniParc
21751,O28426,AF-O28426-F1-model_v6 Uncharacterized protein AF_1852,,Uncharacterized protein AF_1852,,,,,,UniParc
21752,Q9JIP7,AF-Q9JIP7-F1-model_v6 Solute carrier family 15 member 1,,Solute carrier family 15 member 1,,,,,,UniParc
21753,P51574,AF-P51574-F1-model_v6 Solute carrier family 15 member 1,,Solute carrier family 15 member 1,,,,,,UniParc
21754,P37924,AF-P37924-F1-model_v6 Outer membrane usher protein FimD,,Outer membrane usher protein FimD,,,,,,UniParc
21755,P49142,AF-P49142-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21756,P30623,AF-P30623-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21757,Q58353,AF-Q58353-F1-model_v6 Uncharacterized protein MJ0943,,Uncharacterized protein MJ0943,,,,,,UniParc
21758,P33410,AF-P33410-F1-model_v6 Outer membrane usher protein FimC,,Outer membrane usher protein FimC,,,,,,UniParc
21759,A5F372,AF-A5F372-F1-model_v6 Accessory colonization factor AcfD,,Accessory colonization factor AcfD,,,,,,UniParc
21760,P76655,AF-P76655-F1-model_v6 Putative outer membrane usher protein YqiG,,Putative outer membrane usher protein YqiG,,,,,,UniParc
21761,P37868,AF-P37868-F1-model_v6 Outer membrane usher protein PefC,,Outer membrane usher protein PefC,,,,,,UniParc
21762,Q8YA32,AF-Q8YA32-F1-model_v6 Internalin I,,Internalin I,,,,,,UniParc
21763,P55525,AF-P55525-F1-model_v6 Uncharacterized protein y4kE,,Uncharacterized protein y4kE,,,,,,UniParc
21764,Q7DBJ9,AF-Q7DBJ9-F1-model_v6 Fimbrial usher domain-containing protein YdeT,,Fimbrial usher domain-containing protein YdeT,,,,,,UniParc
21765,P11922,AF-P11922-F1-model_v6 Invasin,,Invasin,,,,,,UniParc
21766,P02766,AF-P02766-F1-model_v6 Transthyretin,,Transthyretin,,,,,,UniParc
21767,A3DH97,AF-A3DH97-F1-model_v6 Anti-sigma-I factor RsgI6,,Anti-sigma-I factor RsgI6,,,,,,UniParc
21768,E3SU11,AF-E3SU11-F1-model_v6 Thaumatin-like protein,,Thaumatin-like protein,,,,,,UniParc
21769,P76137,AF-P76137-F1-model_v6 Fimbrial usher domain-containing protein YdeT,,Fimbrial usher domain-containing protein YdeT,,,,,,UniParc
21770,Q2HQ46,AF-Q2HQ46-F1-model_v6 S-protein homolog 74,,S-protein homolog 74,,,,,,UniParc
21771,Q72U69,AF-Q72U69-F1-model_v6 Antigen Lp49,,Antigen Lp49,,,,,,UniParc
21772,O93719,AF-O93719-F1-model_v6 Flagellin B3,,Flagellin B3,,,,,,UniParc
21773,Q9NQ79,AF-Q9NQ79-F1-model_v6 Cartilage acidic protein 1,,Cartilage acidic protein 1,,,,,,UniParc
21774,P36836,AF-P36836-F1-model_v6 Solute carrier family 15 member 1,,Solute carrier family 15 member 1,,,,,,UniParc
21775,P22963,"AF-P22963-F1-model_v6 Glucan 1,4-alpha-maltotetraohydrolase",,"Glucan 1,4-alpha-maltotetraohydrolase",,,,,,UniParc
21776,P35824,AF-P35824-F1-model_v6 S-layer-related protein,,S-layer-related protein,,,,,,UniParc
21777,A0A959UI30,AF-A0A959UI30-F1-model_v6 TonB-dependent receptor plug domain-containing protein (Fragment),,TonB-dependent receptor plug domain-containing protein (Fragment),,,,,,UniParc
21778,A0A6J4G715,AF-A0A6J4G715-F1-model_v6 TonB-dependent receptor plug domain-containing protein,,TonB-dependent receptor plug domain-containing protein,,,,,,UniParc
21779,A0A958SZY6,AF-A0A958SZY6-F1-model_v6 Carboxypeptidase-like regulatory domain-containing protein (Fragment),,Carboxypeptidase-like regulatory domain-containing protein (Fragment),,,,,,UniParc
21780,A0A9E3S6L3,AF-A0A9E3S6L3-F1-model_v6 TonB-dependent receptor (Fragment),,TonB-dependent receptor (Fragment),,,,,,UniParc
21781,A0A7Y4UDP2,AF-A0A7Y4UDP2-F1-model_v6 Carboxypeptidase regulatory-like domain-containing protein (Fragment),,Carboxypeptidase regulatory-like domain-containing protein (Fragment),,,,,,UniParc
21782,A0A7X7H7S7,AF-A0A7X7H7S7-F1-model_v6 TonB-dependent receptor plug domain-containing protein (Fragment),,TonB-dependent receptor plug domain-containing protein (Fragment),,,,,,UniParc
21783,A0A522R7C3,AF-A0A522R7C3-F1-model_v6 TonB-dependent receptor,,TonB-dependent receptor,,,,,,UniParc
21784,A0A642PJY1,AF-A0A642PJY1-F1-model_v6 Carboxypeptidase-like regulatory domain-containing protein (Fragment),,Carboxypeptidase-like regulatory domain-containing protein (Fragment),,,,,,UniParc
21785,A0A2G9SRL9,AF-A0A2G9SRL9-F1-model_v6 TonB-dependent receptor plug domain-containing protein,,TonB-dependent receptor plug domain-containing protein,,,,,,UniParc
21786,A0A969EJM5,AF-A0A969EJM5-F1-model_v6 TonB-dependent receptor plug domain-containing protein,,TonB-dependent receptor plug domain-containing protein,,,,,,UniParc
21787,A0A519RMQ4,AF-A0A519RMQ4-F1-model_v6 Carboxypeptidase-like regulatory domain-containing protein (Fragment),,Carboxypeptidase-like regulatory domain-containing protein (Fragment),,,,,,UniParc
